88426,2012-1-10,2012-3-20,nor,P2,MGC,nkittlitz,nkittlitz,RESO,FIXE,Platform,LINUX,TopCat,8.4.0.0.,NALab_Dev,,9-0-0,,,15979,No,NotReviewed,New,None,,None,Plexus 9.0/8.4 revert to linux cge5.0
88427,2012-1-10,2012-1-10,nor,P2,MG,liangc,rahuja,RESO,INVA,InternalTools,TestAutomation,TopCat,2-0-0-10,NALab_Dev,,NotTriaged,,,,None,NotReviewed,New,None,,None,PTA- Generate XML failure
88429,2012-1-10,2012-1-15,nor,P2,TOO,liangc,rahuja,RESO,FIXE,InternalTools,TestAutomation,TopCat,8.2.2.0.,NALab_Dev,,NotTriaged,,,,None,NotReviewed,New,None,,None,PTA: Unable to Assign Test Plan to a BRANCH/Type
88430,2012-1-10,2012-1-15,nor,P2,ATC,Rowen.Wang,ming.jin,RESO,DUPL,Signaling,GCC,TopCat,9.0.0.0.,QDLab_SQA,,9-0-0,,,15319.1,None,NotReviewed,New,None,,None,QD 9.0: Megaa stream is wrong when sending RE-INVITE to changing codec in intraC
88432,2012-1-10,2012-1-12,nor,P1,ATC,y.sheng,Colin.Cui,VERI,FIXE,Platform,EMF,TopCat,9.0.0.0.,QDLab_SQA,fixed,8-3-0,,,14468,No,NotReviewed,New,None,,None,QD Mars 9.0 Co-host ATCA smoke:IPROUTE can't be entered with the same subnet
88433,2012-1-11,2012-1-16,cri,P2,TOO,liangc,Wallace.ZHANG,RESO,FIXE,InternalTools,TestAutomation,TopCat,PTA 5.0,QDLab_SQA,,NotTriaged,,,,None,NotReviewed,New,None,,None,PTA 5.1: PTA reload lab using call data failed due to skipped waiting when CM ca
88437,2012-1-11,2012-1-19,cri,P1,ATC,scottgai,leo.c.liu,VERI,FIXE,LayerMgmt,SLAM,TopCat,8.3.0.1.,QDLab_SQA,,8-3-0,24573,Internal,16230,No,NotReviewed,New,None,,None,"QD System SQA 8.3 FID16201::HUG from 821.3.0.60 to 83.0.1.0.61, After ACCM card"
88439,2012-1-11,2013-2-19,nor,P1,MGC,jfan,chengshen,RESO,FIXE,Signaling,SCCP/TCAP/AIN,TopCat,8.1.0.11,NALab_Dev,,9-0-0,24440,System Test,6300,No,NotReviewed,Sys,None,,None,SUST 8.1.0.11.0.1: ACT SP ccs cored and FLT soon with PH site configure while di
88441,2012-1-11,2012-4-5,maj,P2,MG,rubicon-team@list.alcatel-lucent.com,pge,VERI,FIXE,Signaling,MGRM,TopCat,8.2.2.0.,NALab_SQA,,2008-2-2,,,7000,No,NotReviewed,New,None,,None,"8.2.2 System SQA: active SP faulted due to ""SP-A-CPU-A-INST-0-MGSIG to SP-B-CPU-"
88442,2012-1-11,2012-5-23,nor,P1,ATC,yangg,Colin.Cui,RESO,DUPL,LayerMgmt,DB-MySQL,TopCat,9.0.0.0.,QDLab_SQA,fixed,NotTriaged,,,,No,NotReviewed,New,None,,None,QD Mars SQA 9.0 Co-host ATCA smoke:MYSQL error when excuting ./uprev.sh
88443,2012-1-11,2012-8-27,enh,P2,BTS,xiaoleic,Sirius.Wang,RESO,FIXE,Billing,BTS,TopCat,Feature,NALab,,9-0-0,,,16573,None,NotReviewed,New,None,,None,FID 16573.0: BTS Supports MOS in Traffic Report
88444,2012-1-11,2012-5-4,nor,P2,ATC,zhangbengchen,Andy.Sun,VERI,FIXE,Signaling,GCC,TopCat,9.0.0.0.,QDLab_SQA,,9-0-0,,,6400,None,NotReviewed,New,None,,None,QD SCRUM ATCA 9.0: SIPT-SIPT call load memory leak
88445,2012-1-11,2012-1-16,maj,P2,MG,rubicon-team@list.alcatel-lucent.com,pge,NEW,,LayerMgmt,DB-MySQL,TopCat,8.2.0.2.,NALab_SQA,,WATCH,,,,None,NotReviewed,New,None,,None,"8.2.2 System SQA: active SP faulted due to """"SoftSwitch DS - SP-A - Persistent d"
88446,2012-1-12,2012-3-6,nor,P2,TOO,liangc,vianne.guo,RESO,FIXE,InternalTools,TestAutomation,TopCat,PTA 5.0,QDLab_SQA,,NotTriaged,,,14957,None,NotReviewed,New,None,,None,"PTA 5.0 QD SQA: Application log is 'Cannot find next action' , if not select MG"
88449,2012-1-12,2012-8-6,nor,P3,ATC,team-mars@list.alcatel-lucent.com,Colin.Cui,RESO,FIXE,Signaling,SIP,TopCat,9.0.0.0.,NALab_Dev,,9-0-0,,,16466,None,NotReviewed,New,None,,None,FID16466.0-OLI parameter support for SIP-ISUP mapping
88454,2012-1-12,2012-2-9,nor,P2,MGC,chuanyiyu,chuanyiyu,RESO,DUPL,Signaling,GCC,TopCat,8.0.4.2.,Customer,1/20/2012,NotTriaged,24425,Shanxi Mobile,,None,NotReviewed,New,None,1-3704454,None,Ext-BICC to sip call: The PRACK message include SDP which caused call failure
88455,2012-1-13,2012-12-10,nor,P2,ATC,Ran_Ran.Cheng,Colin.Cui,RESO,FIXE,Platform,EMF,TopCat,8.3.0.1.,QDLab_SQA,2012-8-8,9-0-0,25973,System Test,14892,Yes,BackportApproved,New,None,,None,QD Mars 8.3 Co-host ATCA smoke: Active SHELF-0-ACM-1 failed to .sync with Standb
88456,2012-1-13,2012-2-9,nor,P1,ATC,xinr,nathan.ren,VERI,FIXE,TL1 Agent,,TopCat,8.3.0.1.,QDLab_SQA,,2008-3-1,,,7000,No,NotReviewed,New,None,,None,QD SQA 8.3 ATCA Smoke: tl1agent cored when ENT-USER-SECU
88458,2012-1-13,2012-4-12,nor,P2,MGC,shengkai1,ted.zhou,RESO,FIXE,LayerMgmt,SLAM,TopCat,8.1.0.4.,QDLab_Sust,Fixed,9-0-0,24450,Internal,7000,No,NotReviewed,New,None,,None,SUST 8.1.0.4.SP5.4: We need to set DLM5=N in mgc-mgtermFMT by default
88460,2012-1-13,2012-3-28,cri,P1,MG,rubicon-team@list.alcatel-lucent.com,pge,VERI,DUPL,VOIP,VSM,TopCat,8.2.2.0.,NALab_SQA,,2008-2-2,,,,None,NotReviewed,New,None,,None,8.2.2 System SQA: one way bearer issue with M2P IuCS/ATM call
88462,2012-1-13,2013-5-31,nor,P2,ATC,Peter_Qd.Zhu,wnix,RESO,FIXE,LayerMgmt,SLAM,TopCat,8.1.0.5.,Customer,2012-2-10,9-0-0,24449,Lucent Technologies,15323,No,NotReviewed,New,None,1-3706905,None,5060 MGC-8 ATCA v8.1.0.5 -- validation enhancement for ent-stg-slkl2 and ent-stg
88463,2012-1-13,2012-2-21,nor,P2,TOO,liangc,eric.px.wang,VERI,FIXE,InternalTools,TestAutomation,TopCat,PTA 5.0,QDLab_SQA,,NotTriaged,,,,None,NotReviewed,New,None,,None,"PTA5.3:There is no Voice-Channel Seizure Date, Voice-Channel Seizure Time and Vo"
88469,2012-1-16,2012-1-16,nor,P2,TOO,liangc,amondal,RESO,DUPL,InternalTools,TestAutomation,TopCat,8.2.2.0.,NALab_Dev,,NotTriaged,,,,None,NotReviewed,New,None,,None,PTA: SIPP Server failing to start - missing close-bracket
88471,2012-1-16,2012-2-8,nor,P2,ATC,seek-tao@list.alcatel-lucent.com,eric.px.wang,VERI,FIXE,LayerMgmt,SLAM,TopCat,8.3.0.1.,QDLab_SQA,,9-0-0,,,15319,No,NotReviewed,New,None,,None,QD MARS 8.3 TL1 Regr: Memory leak is introduced in sl_biccpm.c and cm_tb.c by IN
88478,2012-1-17,2012-1-17,nor,P2,ATC,jx,Spring.Li,RESO,DUPL,LayerMgmt,DB-MySQL,TopCat,8.3.0.1.,QDLab_Sust,,NotTriaged,,,,None,NotReviewed,New,None,,None,QD System SQA 8.3 SGTL1 - OPR-LPBK-T1 with line Loopback type at NEND Loopback l
88479,2012-1-17,2014-4-21,nor,P2,MG,ehu,Jing_Jingjina.Xu,REOP,FIXE,VOIP,Centillium,TopCat,8.1.0.0.,Customer,2012-5-15,8-1-0,22908,KPN Telecom,6400,No,NotApplicable,New,None,1-3261951,None,Centillium 7.2.38
88480,2012-1-17,2012-4-11,cri,P1,MGC,sunj,abono,RESO,FIXE,Signaling,BICC,TopCat,8.1.0.9.,Customer,fixed,NotTriaged,24427,Sprint,7000,No,NotReviewed,New,None,1-3704693,None,Customer reporting 488 SIP error codes on traffic going through the SPFDMATACA2
88482,2012-1-17,2012-1-20,cri,P1,ATC,scottgai,leo.c.liu,VERI,FIXE,Signaling,Sigtran,TopCat,8.3.0.1.,QDLab_SQA,,8-3-0,,,16201,No,NotReviewed,New,None,,None,"QD System SQA 8.3 FID16201::HUG from 821.3.0.60 to 83.0.1.0.70, After ACCM card"
88483,2012-1-18,2012-2-21,nor,P2,ATC,james.m.zhang,minwang,VERI,FIXE,ThirdParty,LCP-ATCA,TopCat,8.3.0.1.,QDLab_SQA,platform3364,8-3-0,,,,None,NotReviewed,New,None,,None,QD System SQA 8.3 FID16027 ATCA: ping flood test will cause heart beat lost betw
88484,2012-1-18,2012-3-21,cri,P1,MGC,xinr,tony.a.tian,VERI,FIXE,LayerMgmt,SLAM,TopCat,8.3.0.1.,QDLab_SQA,Fixed,2008-2-1,,,15648,Unknown,BackportDenied,New,None,,None,QD SQA 8.3 FID 15905.0 Slam and Tl1agent core during HUG MGC with customer DB fr
88486,2012-1-18,2012-4-13,nor,P2,ATC,rchalmers,hanven.gu,RESO,FIXE,TL1 Agent,,TopCat,8.4.0.0.,NALab_Dev,,9-0-0,,,15721,No,NotApplicable,New,None,,None,"Buffer overflow, array index of 'result' may be out of bounds."
88490,2012-1-18,2012-2-20,nor,P2,ATC,yex,Wallace.ZHANG,VERI,FIXE,Signaling,ISUP,TopCat,8.3.0.1.,QDLab_SQA,,8-3-0,,,5120,No,NotReviewed,New,None,,None,"PTA QD SQA 8.3.0.1 reregr: for G500V2000 ISUP test, MGC-8 once received IAM with"
88491,2012-1-18,2014-3-24,enh,P4,MGC,TeamJustDoIt@exchange.lucent.com,krt,RESO,FIXE,LayerMgmt,SLAM,TopCat,8.3.0.0.,NALab_Dev,,9-0-0,25549,Internal,14716,No,NotReviewed,New,None,,None,FID 14716.0: Working/Working GR for MGC-8
88494,2012-1-18,2012-1-30,nor,P2,TOO,liangc,ksenlu,RESO,INVA,InternalTools,TestAutomation,TopCat,8.2.0.1.,NALab_Dev,,NotTriaged,,,,None,NotReviewed,New,None,,None,PTA tool does not perform SP failover properly
88496,2012-1-18,2012-4-12,nor,P2,ATC,paolo.liu,Colin.Cui,VERI,FIXE,Signaling,GCC,TopCat,9.0.0.0.,QDLab_SQA,02/08/2012,9-0-0,,,6400,None,NotReviewed,New,None,,None,"QD Mars 9.0:for netherlands ISUP COLP/COLR service, P-Asserted-Identity shouldn"
88499,2012-1-19,2012-3-29,cri,P1,ATC,sterling.liu,leo.c.liu,VERI,FIXE,LayerMgmt,SLAM,TopCat,8.3.0.1.,QDLab_SQA,,8-3-0,,,16201,No,NotReviewed,Uni,None,,None,"QD System SQA 8.3 FID16201::HUG from 821.3.0.60 to 83.0.1.0.73, After ACCM card"
88504,2012-1-19,2012-1-20,cri,P2,ATC,t-bon@list.alcatel-lucent.com,ming.jin,RESO,INVA,Billing,BTS,TopCat,9.0.0.0.,QDLab_Dev,,NotTriaged,,,,None,NotReviewed,New,None,,None,"QD Blade 9.0: In intraCCS intraMG SIP2BICC call, DSCP value of SIP leg is wrongl"
88507,2012-1-19,2013-8-1,nor,P2,MGC,tfredericks,tfredericks,RESO,FIXE,Platform,EMF,TopCat,8.3.0.0.,QDLab_SQA,1-23-2012,NotTriaged,24507,SQA-Dev,3130,Yes,BackportDenied,New,None,1-4081819,None,Performance Drop in 8.3 due to RMON change and other fixes
88509,2012-1-19,2012-7-6,enh,P2,BTS,leo.zhang,xiaoleic,RESO,FIXE,Billing,BTS,TopCat,9.0.0.0.,QDLab_Dev,03/09/2012,9-0-0,,,6300,No,NotReviewed,New,None,,None,T-BON 9.0 Enhance: debug mode enhancement for btsadmin tool
88511,2012-1-19,2014-12-16,nor,P2,TOO,xunyang,nkittlitz,NEW,,InternalTools,TestAutomation,TopCat,8.2.2.0.,NALab_Dev,,Automation,,,,None,NotReviewed,New,None,,None,PTA should always show test case step numbers
88512,2012-1-19,2012-2-6,nor,P2,TOO,liangc,nkittlitz,RESO,FIXE,InternalTools,TestAutomation,TopCat,8.2.2.0.,NALab_Dev,,NotTriaged,,,,None,NotReviewed,New,None,,None,PTA genereate QDI document should not sort by test case name
88513,2012-1-19,2012-2-9,nor,P2,TOO,liangc,nkittlitz,RESO,FIXE,InternalTools,TestAutomation,TopCat,8.2.2.0.,NALab_Dev,,NotTriaged,,,,None,NotReviewed,New,None,,None,PTA generate-qdi output should match scrum documentation standards
88514,2012-1-19,2014-12-16,nor,P2,TOO,liangc,nkittlitz,NEW,,InternalTools,TestAutomation,TopCat,8.2.2.0.,NALab_Dev,,Automation,,,,None,NotReviewed,New,None,,None,PTA need a way to wait for an event
88519,2012-1-20,2014-12-16,nor,P2,TOO,xunyang,nkittlitz,NEW,,InternalTools,TestAutomation,TopCat,8.2.2.0.,NALab_Dev,,Automation,,,,None,NotReviewed,New,None,,None,PTA run can show green on the final test case step even if an earlier step faile
88524,2012-1-23,2012-1-31,nor,P3,MGC,Peter_Qd.Zhu,rouleau,RESO,DUPL,TL1 Agent,,TopCat,7.0.0.11,Customer,,NotTriaged,,,,None,NotReviewed,New,None,1-3708027,None,"tl1 telica user account no longer on switch, and no evidence it was deleted by a"
88525,2012-1-23,2012-4-6,nor,P2,MG,rubicon-team@list.alcatel-lucent.com,richard.sgarioto,VERI,FIXE,Platform,EMF,TopCat,8.2.2.0.,NALab_NLT,,2008-2-2,24456,Internal,15543,No,NotReviewed,New,None,,None,8.2.2 System SQA FID 15543: In Sil9 uMGW on 8.2.2.0.0.29 - ex-eqpt::sp-a::: co
88526,2012-1-23,2012-2-6,nor,P2,TOO,liangc,ded,NEW,,InternalTools,TestAutomation,TopCat,PTA 5.0,NALab_SQA,,Automation,,,,None,NotReviewed,New,None,,None,PTA 5.0: PTA needs to support 2 Working MGCs for FID 14716.0
88532,2012-1-24,2012-1-25,nor,P4,MGC,hollyj,hollyj,RESO,FIXE,ThirdParty,DCL,TopCat,8.4.0.0.,NALab_Dev,,9-0-0,,,,No,NotReviewed,New,None,,None,DCL MEGACO 2.2 fixpack gc220-38 gg220-40
88533,2012-1-24,2012-4-1,nor,P2,MG,rubicon-team@list.alcatel-lucent.com,tchase,VERI,FIXE,Platform,EMF,TopCat,8.2.2.0.,NALab_Dev,,2008-2-2,,,15543,No,NotReviewed,New,None,,None,8.2.2 SQA FID 15543: REX should invoke vconsole with -U option
88534,2012-1-24,2012-4-6,nor,P3,MG,rubicon-team@list.alcatel-lucent.com,richard.sgarioto,VERI,FIXE,Platform,FAM,TopCat,8.2.2.0.,NALab_NLT,,2008-2-2,24531,ALU lab - AT&T Mobility,15543,No,NotReviewed,New,None,,None,8.2.2 System SQA FID 15543: INH-EX-EQPT/ALW-EX-EQPT command doesn't return TL1 e
88536,2012-1-26,2012-1-27,nor,P2,Non,jamie.delaney,tstroup,RESO,INVA,Signaling,ISUP,TopCat,8.2.1.3.,NALab,,NotTriaged,24538,NLT-other,,None,NotReviewed,New,None,,None,ATCA Platform complains about CGUA being not being received although sent
88538,2012-1-26,2013-9-17,enh,P2,MGC,tfredericks,tfredericks,VERI,FIXE,Platform,IOM Driver,TopCat,8.0.3.3.,Customer,3/1/2012,NotTriaged,24540,AT&T Mobility LLC,6300,No,NotReviewed,New,None,,None,Three C-bits of M-subframe 5 shall be set to ones when DS3 ports are CBIT format
88539,2012-1-26,2012-4-1,nor,P3,Non,rubicon-team@list.alcatel-lucent.com,tahar.khiraoui,VERI,FIXE,Platform,FAM,TopCat,8.2.2.0.,NALab_Dev,,2008-2-2,24542,ALU lab - AT&T Mobility,15543,No,NotReviewed,New,None,,None,8.2.2 SQA FID 15543: Event #1899 should be reported once Self-test is finished.
88543,2012-1-28,2012-3-21,nor,P2,ATC,Alpha.Zhang,fely.liu,VERI,FIXE,Signaling,SCCP/TCAP/AIN,TopCat,8.3.0.1.,QDLab_SQA,02/14/2012,8-3-0-1,,,15328,Yes,BackportDenied,New,None,,None,PTA QD SQA 8.3 reregr FID15328.0: NO GN with NPTYPE=ACQ
88550,2012-1-29,2012-2-1,nor,P1,TOO,liangc,helenji,RESO,FIXE,InternalTools,TestAutomation,TopCat,PTA 5.0,QDLab_SQA,,NotTriaged,,,,None,NotReviewed,New,None,,None,PTA QD SQA:: add failover type=MI/CNFG for product ATCA
88553,2012-1-30,2012-3-29,maj,P2,Non,rubicon-team@list.alcatel-lucent.com,pge,VERI,FIXE,Signaling,MGRM,TopCat,8.2.2.0.,NALab_SQA,,2008-2-2,,,7000,No,NotReviewed,New,None,,None,"8.2.2 System SQA: active SP faulted due to ""SP-A-CPU-A-INST-0-MGSIG to SP-A-CPU-"
88554,2012-1-30,2012-6-7,cri,P1,ATC,y.sheng,Colin.Cui,VERI,FIXE,Platform,EMF,TopCat,8.3.0.1.,QDLab_SQA,fixed,2008-2-1,,,14468.1,Yes,BackportDenied,New,None,,None,QD Mars 8.3 Co-host ATCA smoke: Not in Valid State when after configure one MGC-
88557,2012-1-31,2012-8-27,enh,P2,BTS,xiaoleic,stefen.meng,RESO,FIXE,Billing,BTS,TopCat,8.3.1.0.,NALab,,9-0-1,,,16232,None,NotReviewed,New,None,,None,Porting Dynamic Ini for HTR parameter configuration to R831
88558,2012-1-31,2012-2-1,nor,P2,Non,liangc,caihonli,RESO,FIXE,InternalTools,TestAutomation,TopCat,PTA 5.0,QDLab_SQA,,NotTriaged,,,,None,NotReviewed,New,None,,None,PTA 5.0: Heath check error when executing restore configuration
88559,2012-2-1,2012-10-11,nor,P3,ATC,George_Jun.Cao,qiongzhu,RESO,FIXE,MajorCompTest,,TopCat,2-0-0-10,Customer,Fixed,9-0-0,24421,CHT - Chung Hwa Telecom,15386,Unknown,NotApplicable,New,None,1-3696828,None,REX doesn't work well
88561,2012-2-1,2012-2-7,nor,P2,ATC,Judy.m.fan,yex,RESO,FIXE,LayerMgmt,DB-MySQL,TopCat,9.0.0.0.,NALab_Dev,02/15/2012,9-0-0,,,13964,No,NotReviewed,New,None,,None,9.0 Scrum: ENT-MGC-PC failed when same PC value defined by SCCP-ROUTE
88562,2012-2-1,2012-2-6,cri,P1,ATC,paolo.liu,leo.c.liu,VERI,FIXE,Signaling,ISDN,TopCat,8.3.0.2.,QDLab_SQA,,8-3-0,,,16201,No,NotReviewed,New,None,,None,"QD System SQA 8.3 FID16201:After finished HUG from 8.2.1.3.SP.2 to 8.3.0.2.0.16,"
88563,2012-2-1,2012-9-27,nor,P2,MGC,patton.wang,patton.wang,RESO,FIXE,Signaling,GCC,TopCat,9.0.0.0.,QDLab_Dev,,9-0-0,,,16205,None,NotReviewed,New,None,,None,Support ISDN<->SIP mapping for ISDN PRA SUB service
88564,2012-2-1,2012-4-9,nor,P2,ATC,paolo.liu,Colin.Cui,RESO,DUPL,Signaling,GCC,TopCat,9.0.0.0.,NALab_Dev,2/10/2012,9-0-0,,,,None,NotReviewed,New,None,,None,QD Mars 9.0: For ETSI ISDN-->ETSI ISUP call OFCI was not mapped in IAM
88565,2012-2-1,2012-4-1,nor,P2,Non,rubicon-team@list.alcatel-lucent.com,tchase,VERI,FIXE,Platform,EMF,TopCat,8.2.2.0.,NALab_Dev,,2008-2-2,,,15543,No,NotReviewed,New,None,,None,"Allow running self-tests on any slot, not just standby slots."
88566,2012-2-1,2012-4-5,nor,P2,MG,rubicon-team@list.alcatel-lucent.com,ksenlu,RESO,FIXE,TL1 Agent,,TopCat,8.2.2.0.,NALab_Dev,,NotTriaged,,,16423,No,NotReviewed,New,None,,None,Short Call Alarm alarm text not clear
88568,2012-2-1,2012-5-21,nor,P2,MGC,xinr,nkittlitz,RESO,FIXE,Platform,cpymem,TopCat,9.0.0.0.,NALab_Dev,2012-6-10,9-0-0,,,7000,No,NotReviewed,New,None,,None,cpy-mem scripts use a lot of CPU in many cases
88569,2012-2-1,2012-4-16,nor,P2,Non,Ran_Ran.Cheng,nkittlitz,RESO,FIXE,Platform,cpymem,TopCat,9.0.0.0.,NALab_Dev,,9-0-0,,,7000,Yes,BackportDenied,New,None,,None,cpy-mem on CM fails if CPU A takes too long to print autoboot prompt
88571,2012-2-1,2012-2-1,nor,P4,MG,rubicon-team@list.alcatel-lucent.com,amondal,RESO,FIXE,VOIP,Centillium,TopCat,8.4.0.0.,NALab_Dev,,NotTriaged,,,7000,No,NotReviewed,New,None,,None,Centillium Release 3GN 5.7.4.2 Patch
88572,2012-2-1,2012-6-4,nor,P2,MGC,ScrumBots@exchange.lucent.com,kumarb,RESO,FIXE,Signaling,GCC,TopCat,9.0.0.0.,NALab_Dev,,NotTriaged,,,14457.1,No,NotReviewed,New,None,,None,9.0 FID 14457.2 Dev Bug
88577,2012-2-2,2012-2-13,cri,P1,ATC,songleiwang,leo.c.liu,VERI,FIXE,Signaling,Sigtran,TopCat,8.3.0.2.,QDLab_SQA,,8-3-0,,,13964,No,NotReviewed,New,None,,None,"QD System SQA 8.3 FID16201::HUG from 821.3.SP.2 to 83.0.2.0.18, After ACCM card"
88578,2012-2-2,2012-2-19,maj,P2,ATC,zcao,zcao,RESO,DUPL,Signaling,Sigtran,TopCat,8.2.0.5.,Customer,2011-2-20,NotTriaged,24574,ALU-lab,,None,NotReviewed,New,None,1-3739925,None,MGC8 ATCA upgrade from 8.1.0.8 to 8.2.0.5.SP.1 failed
88583,2012-2-2,2012-2-13,nor,P2,MGC,scrum-kungfu@list.alcatel-lucent.com,helenji,VERI,FIXE,Platform,IOM Driver,TopCat,8.3.0.1.,QDLab_SQA,,8-3-0,,,15202,No,NotReviewed,New,None,,None,QD SQA 8.3 Regr: Alarm 117 could not be cleared
